edit_authors,edit_venue,edit_year,jaro_winkler_authors,jaccard_authors,jaccard_venue,jaccard_year,diff_year,answer,Blocking_key
0.8205128205128205,0.0,0.0,0.5911654135338346,0.21052631578947367,1,1,1.0,1,ACONSENSUSGLOSSARYOFTEMPORALDATABASECONCEPTS
0.5555555555555556,0.1875,0.0,0.5833333333333334,0.3333333333333333,0.8,1,1.0,1,ACONSENSUSGLOSSARYOFTEMPORALDATABASECONCEPTS
0.7692307692307693,0.1875,0.0,0.8421052631578947,0.21052631578947367,0.8,1,1.0,1,ACONSENSUSGLOSSARYOFTEMPORALDATABASECONCEPTS
0.6875,0.9824561403508771,0.8571428571428571,0.5445421961550994,0.3142857142857143,0,0,0.0,1,ACRITIQUEOFANSISQLISOLATIONLEVELS
0.8125,0.9767441860465116,0.0,0.41111111111111115,0.10526315789473684,0,1,0.0,1,ACRITIQUEOFANSISQLISOLATIONLEVELS
0.84375,0.7719298245614035,0.8571428571428571,0.5152329749103942,0.1935483870967742,0.5076923076923077,0,0.0,1,ACRITIQUEOFANSISQLISOLATIONLEVELS
0.07894736842105263,0.6923076923076923,0.8571428571428571,0.989039039039039,0.972972972972973,0.5,0,0.0,1,ADATAMODELANDDATASTRUCTURESFORMOVINGOBJECTSDATABASES
0.10526315789473684,0.0,0.0,0.9834749034749035,0.9459459459459459,1,1,0.0,1,ADATAMODELANDDATASTRUCTURESFORMOVINGOBJECTSDATABASES
0.02702702702702703,0.6923076923076923,0.8571428571428571,0.9944444444444445,0.9722222222222222,0.5,0,0.0,1,ADATAMODELANDDATASTRUCTURESFORMOVINGOBJECTSDATABASES
0.75,0.8,0.8571428571428571,0.44145299145299144,0.21739130434782608,0.24,0,0.0,0,ADEPTANAGENTBASEDAPPROACHTOBUSINESSPROCESSMANAGEMENT
0.7407407407407407,0.8,0.8571428571428571,0.5504273504273504,0.36666666666666664,0.24,0,0.0,0,ADEPTANAGENTBASEDAPPROACHTOBUSINESSPROCESSMANAGEMENT
0.7777777777777778,0.0,0.0,0.4597069597069597,0.25806451612903225,1,1,1.0,1,ADEPTANAGENTBASEDAPPROACHTOBUSINESSPROCESSMANAGEMENT
0.75,0.9230769230769231,0.8571428571428571,0.5294035674470458,0.3333333333333333,0,0,0.0,1,ADISTRIBUTEDSCIENTIFICDATAARCHIVEUSINGTHEWEBXMLANDSQLMED
0.7741935483870968,0.0,0.0,0.4953601953601954,0.2647058823529412,1,1,1.0,1,ADISTRIBUTEDSCIENTIFICDATAARCHIVEUSINGTHEWEBXMLANDSQLMED
0.7741935483870968,0.9230769230769231,0.8571428571428571,0.6460547504025765,0.6060606060606061,0,0,0.0,1,ADISTRIBUTEDSCIENTIFICDATAARCHIVEUSINGTHEWEBXMLANDSQLMED
0.8333333333333334,0.0,0.8571428571428571,0.4006688963210703,0.2,1,0,0.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.7692307692307693,0.0,0.0,0.4560683760683761,0.3103448275862069,1,1,1.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.7777777777777778,0.0,0.0,0.4937154348919055,0.25,1,1,1.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.8064516129032258,0.0,0.8571428571428571,0.44273504273504277,0.22857142857142856,1,0,0.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.4230769230769231,0.0,0.8571428571428571,0.848531969309463,0.5483870967741935,1,0,0.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.5,0.0,0.8571428571428571,0.8506000393468425,0.48148148148148145,1,0,0.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.22580645161290322,0.0,0.0,0.9272463768115942,0.7666666666666667,1,1,0.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.5769230769230769,0.0,0.0,0.6956862745098039,0.3548387096774194,1,1,1.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.5483870967741935,0.0,0.8571428571428571,0.8258039215686275,0.4473684210526316,1,0,0.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.41935483870967744,0.0,0.8571428571428571,0.8780392156862745,0.5666666666666667,1,0,0.0,1,AGENTBASEDSEMANTICINTEROPERABILITYININFOSLEUTH
0.16,0.8571428571428571,0.8571428571428571,0.8311111111111111,0.7142857142857143,0.11764705882352941,0,0.0,1,AGGREGATEQUERYPROCESSINGINDATAWAREHOUSINGENVIRONMENTS
0.64,0.8,0.8571428571428571,0.7644444444444445,0.4166666666666667,0,0,0.0,1,AGGREGATEQUERYPROCESSINGINDATAWAREHOUSINGENVIRONMENTS
